,author,lang,le,il,et,de,que,ne,a,en,si,je,qui,son,vos,ce,tot,soi,un,par,cel,por,se,mout,mais,i,cant,come,car,tant,o,tu,mon,autre,plus,nos,nul,ja,cest,lor,pas,or,devant,tel,mie,on,nostre,ou,lors,vostre,sor,sans,la,puis,dont,apres,onque,aucun,ainz,ainsi,ci,ton,meisme,rien,quel,encore,coi,avant,fors,vers,chascun,entre,coment,jusque,trop,tost,avuec,non,donc,dedenz,assez,cui,contre,suen,ensemble,trestot,mieus,certes,sus,autresi,maint,maintenant,ariere,poi,des,atant,aussi,volentiers,encontre,desus,hors,pres,aincois,mien,plusor,parmi,nient,desoz,autrui,cantque,tantost,ui,selonc,laienz,ha,ca,iluec,outre,moins,e,tres,point,sovent,icel,desor,issi,voir,envers,neporcant,oil,soz,caienz,devers,adonc,entor,enz,enmi,endroit,gaire,dalez,mar,neis,derrier,jus,ez,demain,defors,ici,autrement,lez,tozjors,orendroit,amont,aval,tresque,environ,anuit,contreval,ainc,nenil,totevoies,atot,itant,auques,ades,autretel,autretant,matin,ier,ice,tuen,icest,piec,espoir,aillors,deci,contremont,combien,ambedos,rechief,autant,chies,estre,quelque,itel,encui,jadis,joste,pis,el,autel,iqui,ensement,ledit,hai,pardevant,es,sore,sis,sauf,ensus,meismement,sien,deca,desque,dela,nequedent,ai,sempre,ersoir,rechief_,que_que,lues,miemement,endementieres,dusque,jehui,enquenuit,dementieres,main,lasus,aucant,dejoste,quiconque,voire,naje,empres,avoi,prim,huimais,enjusque,ont,petitet,entreci,franchement,entresait,aussiment,encoste,quelconque,oan,orainz,diva,travers,buer,ambes,cil,chasque,entredeus,denz,demanois,lendemain,nun,partot,mi,enson,enteimes,endementre,aluec,ho,lonc,bas,manois,he_las,eluec,antan,sofisanment,sodainement,fi,ensorquetot,adens,autrefoiz,comfait,item,dementre,entretant,ore,moi,igaument,gote,nesun,deseur,rier,las,res,entre_tant,daerrainement,neporuec,assavoir,daerrain,premerain,excepte,idonc,sodain,viron,tempre,autresiment,endemain,ome,alors,vezci,sieue,tandis,seviaus,decoste,hu,com,jesque,ohi,lanque,trestost,pieca,enne,heu,durant,hui,entrementre,itot,parce,aie,foiz,ceci,helas,totesfoiz,encontreval,depuis,nen,poruec
JnRen_Escoufle_15000-18000,JnRen,NA,210,156,114,71,87,107,77,67,22,52,37,26,22,22,25,18,15,19,17,25,26,18,21,16,11,17,6,23,6,5,16,6,11,13,13,15,12,10,7,22,2,21,7,10,2,3,2,14,0,3,2,5,5,2,5,1,10,5,3,0,0,3,2,4,2,0,4,0,4,5,6,2,4,2,4,3,5,0,4,2,0,5,2,0,3,0,1,0,5,2,3,2,4,1,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,5,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,3,2,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,106,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JnRen_Escoufle_18000-21000,JnRen,NA,147,215,93,79,133,106,59,68,21,87,36,58,28,31,28,36,9,24,12,37,17,17,23,8,9,19,3,19,4,0,23,3,11,10,8,17,13,6,10,15,1,12,5,7,1,6,3,6,3,5,3,8,4,2,2,0,6,2,1,0,1,8,9,6,5,1,4,2,2,4,3,3,1,2,2,1,1,0,3,4,1,1,3,0,1,3,0,0,3,0,2,4,2,1,0,0,2,0,0,1,4,1,0,0,3,0,0,0,0,4,0,3,3,0,0,0,4,0,0,2,0,0,3,0,2,0,1,0,2,1,0,0,2,1,0,1,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,6,0,1,0,104,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JnRen_Escoufle_21000-24000,JnRen,NA,154,194,108,76,94,92,65,73,31,90,46,48,25,16,36,21,15,23,26,31,18,27,12,9,8,10,11,13,4,0,25,3,10,11,13,9,12,4,9,16,4,5,5,10,5,8,3,25,0,5,2,8,5,4,5,2,6,3,2,0,0,4,2,6,3,1,6,1,1,5,10,3,0,2,1,3,3,0,3,2,0,3,2,0,2,5,0,2,1,1,2,2,1,1,1,1,3,0,1,0,1,3,0,2,0,1,0,1,0,2,0,5,0,1,2,0,1,0,0,0,0,0,0,0,2,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JnRen_Escoufle_24000-27000,JnRen,NA,186,191,109,76,73,78,59,95,32,53,47,58,13,23,24,45,21,21,32,16,25,27,12,8,16,15,1,14,10,9,26,5,12,5,11,15,14,8,1,22,2,4,4,10,0,11,3,3,2,4,5,5,4,2,3,2,1,6,2,6,2,7,1,2,4,0,4,5,1,3,2,2,0,3,2,1,2,0,1,2,0,2,4,1,0,2,2,0,0,0,2,2,0,1,2,1,0,1,3,0,1,0,0,0,0,2,0,5,0,1,1,2,0,0,1,0,0,5,1,1,0,0,0,0,1,0,0,1,1,2,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,0,0,0,2,0,0,2,1,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JnRen_Escoufle_27000-30000,JnRen,NA,198,238,102,100,119,87,56,77,34,49,27,64,3,20,26,27,18,16,13,33,11,32,15,7,16,14,2,15,10,0,20,9,12,3,13,12,7,10,5,7,4,10,3,10,1,5,1,3,11,1,3,4,4,5,3,1,4,4,1,1,0,7,5,2,2,0,6,7,5,0,0,6,3,4,0,3,1,0,1,2,0,1,1,0,2,2,1,0,2,0,1,3,1,1,1,1,0,2,0,2,1,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,3,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0,0,0,5,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
JnRen_Escoufle_30000-33000,JnRen,NA,154,251,115,96,108,101,49,69,43,68,48,58,19,25,18,30,18,23,32,28,19,35,14,7,9,8,2,12,12,1,18,1,7,3,11,1,4,5,11,4,3,8,4,4,2,9,4,7,4,6,3,12,12,5,2,1,2,4,4,0,0,7,2,7,2,2,1,8,0,1,1,3,2,3,0,3,2,0,3,0,0,0,2,1,5,2,2,0,0,0,4,4,0,1,2,1,0,0,1,2,2,3,0,2,3,0,0,0,0,0,0,5,0,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,3,0,1,2,0,1,0,0,0,2,0,1,0,0,3,3,0,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JnRen_Escoufle_33000-36000,JnRen,NA,150,205,110,119,98,100,54,65,35,70,30,47,12,29,23,26,19,31,15,19,17,35,14,8,18,13,6,19,14,2,24,5,15,9,7,10,10,5,6,17,4,6,2,12,1,5,2,5,3,3,1,5,8,4,3,2,9,2,4,0,0,4,1,3,6,1,4,1,3,0,2,1,2,1,1,3,1,0,2,6,1,1,2,1,1,2,0,0,2,1,6,1,0,0,1,1,0,0,0,2,3,0,0,1,0,0,0,5,0,0,0,0,0,2,0,0,4,9,0,3,0,0,0,0,5,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,3,0,0,0,102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
JnRen_Escoufle_36000-39000,JnRen,NA,202,181,121,96,97,67,63,73,42,47,49,42,39,22,22,24,12,26,28,25,17,37,11,13,17,11,4,7,13,1,11,1,8,13,7,6,9,9,10,22,1,9,5,7,4,5,2,21,2,3,0,9,3,1,4,1,7,0,0,0,0,4,1,4,2,1,3,5,2,2,2,3,3,2,1,3,1,0,4,0,0,0,2,1,2,3,0,0,3,0,3,0,2,1,4,2,2,0,0,3,2,1,0,0,0,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,1,0,1,0,2,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,1,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JnRen_Escoufle_39000-42000,JnRen,NA,195,221,82,74,93,87,71,77,28,71,43,53,16,26,20,29,10,14,32,35,20,14,19,11,22,6,2,15,8,0,12,4,11,2,8,10,11,5,17,19,4,5,7,7,1,9,5,4,1,4,6,9,7,5,13,1,8,1,3,0,0,5,5,2,1,2,7,2,4,0,1,4,0,0,4,3,3,0,1,4,0,5,0,0,6,3,1,0,3,0,3,1,3,1,0,0,0,0,0,2,3,1,0,0,2,0,0,0,0,1,0,4,0,1,2,0,2,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,2,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,5,0,0,0,3,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JnRen_Escoufle_42000-45000,JnRen,NA,175,246,99,103,94,80,67,87,40,63,39,31,14,24,33,35,22,21,29,24,22,31,12,10,19,13,3,13,6,2,9,13,14,8,8,8,7,2,11,11,1,1,3,2,4,2,1,3,9,4,4,1,10,5,3,2,7,2,2,1,1,5,3,5,7,2,2,3,7,2,3,1,1,9,1,3,1,1,0,1,0,1,2,0,2,3,2,0,3,0,1,0,0,1,0,1,0,0,0,5,6,1,1,1,0,0,1,4,0,2,0,1,1,0,1,0,3,4,2,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,3,0,2,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,82,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JnRen_Escoufle_45000-48000,JnRen,NA,191,237,85,68,134,93,47,73,40,77,37,51,25,39,21,33,15,17,21,32,16,19,14,12,15,9,2,18,11,0,10,4,4,6,4,6,7,2,12,17,6,5,2,8,2,9,3,2,3,2,5,8,8,2,14,0,5,1,2,0,1,5,6,7,3,1,6,3,5,2,4,1,0,5,1,1,2,1,0,2,0,0,1,1,1,1,1,0,1,0,1,6,2,0,3,2,0,0,0,1,1,0,1,4,4,1,0,2,0,7,0,2,0,4,0,0,1,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,3,0,3,0,0,0,0,1,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,1,1,102,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
JnRen_Escoufle_48000-51000,JnRen,NA,190,186,92,71,101,89,65,65,20,101,46,43,18,41,29,21,11,23,41,24,17,24,18,11,12,13,4,10,6,0,20,7,13,11,7,10,9,1,9,29,2,8,8,8,2,2,3,9,6,4,1,14,9,2,4,0,7,2,0,0,1,7,1,9,1,1,4,3,7,1,14,1,0,2,1,3,2,0,6,2,0,1,2,0,1,1,1,0,7,0,1,1,0,1,1,4,0,0,0,4,4,1,1,1,1,0,0,2,0,6,0,4,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,108,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
JnRen_Escoufle_51000-54000,JnRen,NA,227,170,101,128,92,76,71,56,23,37,48,42,19,29,42,24,13,29,32,22,14,20,18,15,10,18,2,17,9,0,6,10,16,7,8,7,15,12,11,20,1,6,3,11,2,5,1,10,0,0,3,5,4,0,7,1,6,2,2,0,0,5,1,3,4,0,3,1,4,1,2,2,2,1,1,1,1,0,3,4,0,1,1,1,5,0,1,0,0,1,1,2,2,1,1,2,3,0,0,1,0,1,0,1,0,0,0,2,0,3,1,0,0,1,2,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,105,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
JnRen_Escoufle_54000-57000,JnRen,NA,225,174,85,94,108,82,64,75,25,23,54,48,11,25,40,24,15,21,23,23,10,24,22,18,19,18,2,11,7,2,3,9,25,20,10,10,12,14,7,14,1,11,1,8,7,6,0,9,0,1,5,9,5,1,5,0,3,2,3,0,2,2,1,3,1,0,1,1,5,4,1,0,3,1,2,1,1,0,3,1,0,1,5,0,1,1,0,0,6,0,1,2,0,2,2,2,1,0,0,3,3,1,1,0,0,0,0,3,0,3,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
JnRen_Rose_0-3000,JnRen,NA,174,139,142,139,74,85,77,75,28,15,45,54,3,38,20,36,29,18,25,32,10,23,10,25,17,10,5,12,5,0,1,17,5,1,7,8,12,24,7,14,2,8,8,4,0,6,5,0,4,8,1,4,7,3,6,0,6,4,0,0,0,7,2,1,0,1,1,4,6,2,1,2,1,0,3,1,0,3,3,0,1,2,2,1,6,0,1,0,8,0,2,2,1,0,1,0,1,0,0,1,4,0,0,0,0,3,0,1,0,2,2,0,0,5,3,0,1,1,0,2,1,0,2,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JnRen_Rose_3000-6000,JnRen,NA,177,156,113,106,98,70,72,63,41,61,37,34,12,30,23,38,34,26,28,28,23,20,11,17,8,12,5,11,10,8,16,7,13,1,8,9,19,5,11,21,1,9,7,9,3,6,5,1,2,3,3,7,7,2,3,1,5,2,2,1,2,3,2,4,1,2,2,2,6,3,3,3,3,1,0,6,0,0,4,4,0,6,1,0,2,2,0,0,5,0,2,0,0,0,2,1,0,0,1,2,1,0,0,0,3,2,0,1,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JnRen_Rose_6000-9000,JnRen,NA,168,154,99,104,76,70,81,67,37,52,38,40,46,27,24,31,40,16,22,22,19,25,16,19,15,9,2,7,8,5,19,9,7,9,7,15,16,3,8,22,2,10,1,5,1,4,7,7,4,7,3,5,3,3,3,0,4,1,2,0,0,4,9,4,0,1,2,4,3,1,1,2,3,1,3,5,0,1,3,1,0,3,0,1,1,3,2,0,5,2,3,1,1,0,1,2,1,0,0,0,2,0,0,0,1,0,0,2,0,2,0,2,3,5,1,0,0,5,2,1,0,0,3,0,4,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,4,1,0,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,1,1,1,0,3,0,0,1,0,0,0,0,0,1,0,5,0,1,1,69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
JnRen_Rose_9000-12000,JnRen,NA,210,156,78,115,74,54,77,73,37,32,42,39,23,22,23,25,34,13,20,23,11,31,11,9,20,11,4,4,6,0,12,11,12,7,6,3,12,6,7,15,4,5,4,14,2,7,8,7,7,9,2,5,3,3,6,0,8,6,5,0,0,3,4,6,1,0,1,3,5,3,3,1,6,1,6,3,3,1,4,2,0,2,0,2,3,1,1,1,3,1,2,1,0,3,4,3,3,1,1,2,2,2,0,0,0,1,0,1,0,2,0,1,4,1,0,0,0,1,0,2,1,1,0,0,6,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JnRen_Rose_12000-15000,JnRen,NA,200,154,106,134,89,72,85,79,30,13,43,44,22,15,25,21,33,17,21,18,19,17,7,31,11,12,3,12,10,1,2,6,6,4,5,20,15,7,6,16,6,10,8,5,1,5,3,5,10,9,3,4,3,3,8,0,6,2,3,0,0,1,0,0,0,3,1,0,5,2,9,5,6,3,8,1,0,1,5,2,1,5,0,1,8,1,0,1,6,0,1,1,1,0,0,1,1,0,5,1,1,1,0,0,0,2,0,4,0,1,1,1,0,1,2,0,0,1,0,1,0,0,0,0,6,0,0,3,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,74,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
